id,itjuzi_id,name,position,weibo,brief,address,company,school,intustry
713,508,刘昼,达晨创投 创始合伙人董事长,,刘昼是达晨创投的创始合伙人及董事长。丰富的企业管理和财务管理经验，精于公司评估分析，从事投资行业20年，对中国资本市场具有深刻的认识和丰富的实践操作经验，对战略制定和项目判断具有良好的的敏感性和前瞻性。,"广东,深圳",,,"互联网 , 移动互联网 , 环保能源 , 本地生活 , 文化娱乐体育 , 硬件 , 电子商务"
714,509,肖冰,达晨创投 执行合伙人,http://weibo.com/2556988962,肖冰是达晨创投执行合伙人，总裁。中国人民大学经济学学士、暨南大学经济学硕士。从事投资20多年，有着丰富的境内外投资经验和业内广泛的人脉关系，对项目判断具有独到的眼光。主管公司投资业务。2009年，荣获清科评比的“中国创业投资家十强”。2011年被福布斯评为“中国最佳创投人”。,"广东,深圳",,"中国人民大学 , 暨南大学","互联网 , 移动互联网 , 环保能源 , 本地生活 , 文化娱乐体育 , 硬件 , 电子商务"
715,510,傅哲宽,深圳启赋资本 创始合伙人,http://weibo.com/2112040691,傅哲宽，深圳启赋资本创始合伙人，前达晨创投合伙人、副总裁。专注投资20余年，精于行业分析，对项目投资有丰富的管理经验，主投项目包括：圣农发展、太阳鸟、恒泰艾普、煌上煌、武大有机硅、华工百川、东方广视等。2006至2012年连续七年被风投行业评为“最活跃的投资人”，2010年被清科评为 “中国创业投资家十强”。2011年被福布斯评为“中国最佳创投人”，目前在公司主管公司北方片区的投资业务。,"北京,西城区",,,"环保能源 , 制造业 , 本地生活 , 硬件 , 电子商务"
716,513,梁国智,达晨创投 合伙人,,梁国智，达晨创投合伙人、副总裁。清华大学本科、硕士，曾在银行从事多年信贷管理工作，积累了丰富的客户资源及企业财务管理经验。在公司从事项目投资工作13年，主投项目包括：和而泰、亿纬锂能、硕贝德、金百泽、华友钴业、鼎识科技等。目前在公司主管南方片区的投资工作。,"广东,深圳",,清华大学,"环保能源 , 制造业 , 硬件"
717,511,傅忠红,达晨创投 合伙人,,傅忠红，达晨创投合伙人、副总裁。工学及MBA双硕士，上海湖南商会副会长、上海股权投资协会理事。具有10多年项目投资及企业管理经验，主投项目包括：中南传媒、达刚路机、宏昌电子、金凰首饰、元培翻译、华图教育、通路快建等，主管公司华东片区的投资业务。,"上海,浦东新区",,,"环保能源 , 制造业 , 本地生活 , 教育 , 硬件 , 电子商务"
718,512,胡德华,达晨创投 合伙人,,胡德华，达晨创投合伙人、高级副总裁、达晨文旅基金管理公司执行总裁。曾任大型国企副总、总会计师，具有丰富的企业管理及财务管理经验和技能，精通企业预算管理，擅长企业风险控制。在银行、税务界积累了广泛的人脉关系。主管达晨文旅基金的投资管理工作。,"北京,西城区",,,"本地生活 , 文化娱乐体育"
719,514,刘旭峰,达晨创投 合伙人,,刘旭峰，达晨创投合伙人、高级副总裁、总风控师、投委会秘书长。金融学硕士，保险专业高级经济师。前平安保险高级管理人员，从事企业管理和金融工作20多年，具有丰富的企业管理经验，擅长于企业经营管理分析和风险控制。主持了网宿科技、亿纬锂能、蓝色光标、东方广视等多个项目的风险评估。主管公司的风险控制和股权管理工作。,"广东,深圳",中国平安,,"互联网 , 环保能源 , 本地生活 , 文化娱乐体育 , 硬件"
720,515,齐慎,达晨创投 合伙人,,齐慎，达晨创投合伙人、副总裁。先后就职于国有大型企业、上市公司。专注投资近20年，有丰富的投资管理、上市公司运作及管理经验，在业内有广泛的社会资源和人脉关系，可根据项目阶段，提供相对应的增值服务，主管公司研究工作。,"广东,深圳",,,"环保能源 , 制造业 , 本地生活 , 文化娱乐体育 , 电子商务"
721,516,邵红霞,达晨创投 合伙人,,邵红霞，达晨创投合伙人、高级副总裁、董事会秘书。英国语言文学学士、人民大学经济法硕士。曾先后就职于政府机关、外企、证券公司。是国内最早涉入风险投资的专业人士，有广泛的社会资源和人脉关系，有良好的语言和沟通能力。主管公司融资、投资人关系管理、品牌建设及董事会工作。,"广东,深圳",,中国人民大学,"本地生活 , 金融 , 电子商务"
722,517,熊人杰,达晨创投 合伙人,,熊人杰，达晨创投合伙人、副总裁。曾先后就职于国有大型企业、投资公司。从事投资及管理工作近20年，在政府、券商等中介机构有丰富的社会资源和人脉关系，有良好的投资、沟通能力，主管公司行政和人力资源工作。,"广东,深圳",,,金融
723,518,熊维云,达晨创投 合伙人,,熊维云，达晨创投合伙人、财务总监。曾先后就职于大型国企、上市公司，在银行、税务界积累了广泛的社会资源和人脉关系。具有丰富的财务管理经验和技能，精通企业预算管理，擅长企业风险控制。主管公司财务工作。,"广东,深圳",,,金融
724,519,赵小兵,达晨创投 合伙人,http://weibo.com/1645773972,赵小兵，达晨创投合伙人、高级副总裁、达晨文旅基金管理公司执行总裁。在文化传媒领域具有资深经验和独到眼光，曾主撰《中国媒体投资报告2002-2003》等多份在国内引起较大反响的研究报告，在业内有广泛的社会资源和人脉关系，主管达晨文旅基金公司的投资业务。,"北京,朝阳区",,,文化娱乐体育
725,487,项德瑞,美国中经合集团 高级投资经理,,"项德瑞主要关注中经合在软件服务、数字媒体和清洁技术等领域的投资机会。加入中经合之前，Derrick在先进半导体公司任助理运营经理，负责区域性生产和业务拓展等工作。在加入ASE之前，他曾在美林银行投资部门实习。他目前亦参与AAMA风险投资相关工作。

项德瑞持有Arizona大学商业管理专业学士学位。","北京,朝阳区",美银美林,亚利桑那州立大学,"互联网 , 移动互联网 , 环保能源 , 文化娱乐体育 , 硬件"
726,520,孙江涛,"国富源投资 合伙人 , 神州付 COO",http://weibo.com/1401465115,孙江涛是国富源投资合伙人，现任钱袋宝执行董事、神州付CEO，曾任科利华软件集团多媒体开发部总经理，北京时代杰诚信息科技有限公司CEO，中华网无线行政总裁。2008年创办钱袋宝，开创了移动互联网第三方电子支付领域的新模式。 在手机支付和电子金融领域具有其独到的见解和丰富的经验，2010年被评选为中关村高端领军人才。,"北京,海淀区",中华网,"北京航空航天大学 , 中国地质大学","互联网 , 移动互联网"
727,488,徐瑛智,美国中经合集团 高级分析员,,"徐瑛智主要关注医疗和互联网领域的投资，在加入中经合之前,她曾在香港法国巴黎银行的企业融资部门工作，负责企业在香港上市和全球兼并。

在加入法国巴黎银行之前，她曾在伦敦的花旗，香港的高盛和上海的麦肯锡实习，在实习中积累了大量的销售，投资和咨询经验。

她持有伦敦帝国理工的管理硕士学位和伦敦政治经济学院的商业统计学位。","北京,朝阳区",法国巴黎银行BNP,"伦敦帝国理工学院 , 伦敦政治经济学院","互联网 , 移动互联网 , 医疗健康"
728,489,杨扬(1),美国中经合集团 分析师,http://weibo.com/1795293063,"杨扬负责互联网、新媒体、移动和其他TMT领域的投资。加入中经合之前，她曾就职于东方花旗证券有限公司任股权融资部业务经理。在东方花旗工作期间，杨扬作为项目主要成员执行TMT领域IPO项目。

在加入东方花旗之前，杨扬曾在易观国际实习一年，担任TMT领域分析师并在电子商务领域积累了丰富的研究经验。

杨扬持有北京大学工学硕士学位及西安交通大学工学学士学位。","北京,朝阳区","东方证券 , 易观国际","北京大学 , 西安交通大学","互联网 , 移动互联网"
729,490,刘玉辉,深圳世为投资 董事长,,刘玉辉是深圳世为投资有限公司创始人及董事长，此前曾创办深圳复拓科技等。,"广东,广州",,"哈佛大学 , 中科院 , 麻省理工学院MIT","互联网 , 移动互联网 , 医疗健康 , 文化娱乐体育"
730,491,王强(1),深圳世为投资 总裁,,王强是深圳世为投资的联合创始人及总裁。,"广东,深圳",,,"互联网 , 移动互联网"
731,492,唐宁,华创资本 CEO,,唐宁是华创资本的创始人及CEO。曾在纽约DLJ投资银行从事电信、媒体、高科技企业的上市和并购业务；2000年回国后担任亚信科技战略投资和兼并收购总监；2006年创立华创资本。,"北京,朝阳区",亚信联创,北京大学,"互联网 , 移动互联网 , 本地生活 , 教育 , 金融 , 文化娱乐体育"
732,493,熊伟铭,华创资本 合伙人,http://weibo.com/1324924352,熊伟铭是华创资本合伙人。加入华创之前，他是贝塔斯曼亚洲投资基金的合伙人，期间主要负责对爱点击、豆瓣和多盟的投资。在这之前伟铭是美国中经合集团的一名合伙人，期间主要负责对傲游浏览器、新动态英语和美日保险的投资。中经合集团是中国成立最早的早期风险投资公司之一。在加入中经合之前，他担任派杰证券公司中国分析师，负责电信/媒体/科技领域。在此之前，熊伟铭是一家蓝牙协议栈软件公司的联合创始人，曾经获得Mobile Internet Asia公司的投资。在他的创业经历之前，熊伟铭在原富投资顾问公司担任分析师，这是一家位于北京的提供金融顾问服务的公司。熊伟铭毕业于北京大学经济学院国际经济系。,"北京,朝阳区","中经合集团 , 派杰PiperJaffray",北京大学,"互联网 , 移动互联网 , 本地生活 , 文化娱乐体育"
733,494,李悠扬,纽信创投Newsion Venture 创始合伙人,http://weibo.com/1837047112,李悠扬是纽信创投的创始合伙人。互联网连续创业者，曾创办上海恒聚网络科技有限公司。,"上海,浦东新区",,"上海交通大学 , 麦吉尔大学","互联网 , 移动互联网"
734,497,周水文,永宣联创 合伙人,,周水文是上海永宣创投管理合伙人，此前曾在上海制药有限公司、上海三维生物技术有限公司等工作。,"上海,长宁区",,,"医疗健康 , 制造业"
735,495,吴强,纽信创投Newsion Venture 创始合伙人,http://weibo.com/3248409652,吴强是纽信创投的创始合伙人，此前曾担任用友软件副总裁、金蝶软件副总裁、北京开思软件副总经理等。,"北京,海淀区","用友软件 , 金蝶",中国科学技术大学,"互联网 , 移动互联网"
736,498,徐汉杰,"永宣联创 合伙人 , 浙商创投 总裁",,徐汉杰是永宣创投合伙人、浙江盈元投资董事长、浙商创投合伙人。创办了浙江元泰典当、杭州联梦娱乐、共合网等。,"浙江,杭州",,杭州师范大学,"互联网 , 移动互联网 , 本地生活 , 文化娱乐体育 , 硬件 , 电子商务"
737,496,冯涛,永宣联创 创始人,,冯涛是上海永宣创投(上海联创)的创始人和管理合伙人，此前曾担任Ivanhoe投资集团首席代表和副总裁、Pan Asia Group高级副总裁等。,"上海,长宁区",,"哈尔滨工业大学 , 多伦多大学","互联网 , 移动互联网 , 制造业 , 本地生活 , 文化娱乐体育 , 硬件 , 电子商务"
738,499,韩宇泽,永宣联创 合伙人,,韩宇泽是上海永宣创投管理合伙人，此前曾在工商银行、特变电工等工作。,"上海,长宁区",工商银行,香港科技大学,"环保能源 , 制造业 , 本地生活 , 金融 , 电子商务"
739,500,周永凯,永宣联创 合伙人,,周永凯是上海永宣创投的管理合伙人，此前曾任职朗讯科技、AT&T;贝尔实验室等。,"上海,长宁区","阿尔卡特朗讯 , AT&T;",,"互联网 , 移动互联网 , 本地生活 , 文化娱乐体育 , 硬件 , 电子商务"
740,501,阎焱,赛富基金/赛富亚洲基金SAIF 主管合伙人,http://weibo.com/1840172567,阎焱是赛富基金创始合伙人、软银赛富基金首席合伙人，曾任职于世界银行、AIG亚洲投资基金等。,"北京,朝阳区","软银Softbank , AIG","北京大学 , 普林斯顿大学 , 南京航空航天大学","互联网 , 移动互联网 , 医疗健康 , 制造业 , 本地生活 , 教育 , 金融 , 文化娱乐体育 , 硬件 , 农业 , 电子商务"
741,469,雷军,"小米科技 CEO , 雷军 创始人 , 金山软件 董事长 , 顺为基金 创始合伙人兼董事长",http://weibo.com/1749127163,雷军先生是中国IT界知名的企业家和天使投资人。雷军先生于2010年创办小米科技，现任小米科技的董事长兼CEO。雷军先生的职业生涯始于金山，他是金山软件的联合创始人及现任董事长，于2007年带领金山软件成功上市。他同时也是卓越网创始人，并于2004年成功将其出售给亚马逊。作为天使投资人，雷军先生乐于为创业企业的创立及成长提供帮助。得益于雷军先生的协助，他投资的企业，包括凡客诚品、多玩(YY)及UCweb等，在各自领域均有优异表现。,"北京,海淀区",金山,武汉大学,"互联网 , 移动互联网 , 硬件"
742,470,许达来,顺为基金 创始合伙人兼CEO,http://weibo.com/2657160081,许达来先生在股权投资及金融领域拥有超过13年的经验，曾在C.V. Starr、新加坡政府直接投资公司（GIC）、美国国际集团（AIG）及德意志银行等多家国际知名机构担任管理职位。在其投资生涯中，他所投资的项目金额超过3亿美元，涉及行业广泛。许达来先生现任Infocomm Investments投资委员会委员，并曾在三家中国知名私募基金担任审核委员会或投资委员会委员。许达来先生毕业于新加坡国立大学及美国斯坦福大学。,"北京,朝阳区","德意志银行 , AIG , 新加坡政府直接投资GIC","斯坦福大学 , 新加坡国立大学","互联网 , 移动互联网"
743,471,高少星,顺为基金 副总裁(已离职),http://weibo.com/1580546824,高少星先生拥有超过15年的互联网从业经验，对互联网产品、用户以及市场有着独特认知和见解。高少星先生曾任乐淘网副总裁，从零开始组建乐淘新媒体事业部，发展移动电子商务业务。他还曾在百度产品、商务及投资部门任职，直接领导百度多个产品上线，并通过投资、并购等资本手段助力百度战略和业务的发展。此外，高少星先生还拥有两次创业经历，深刻理解公司在创业早期方向选择、团队建设、产品运营、资金管理的艰辛与困惑。,"北京,朝阳区","百度 , 乐淘网",,"互联网 , 移动互联网 , 文化娱乐体育"
744,472,李威,顺为基金 副总裁,,李威先生在直接投资及投资银行领域拥有超过9年的从业经验，对中国资本市场及中国创业企业有着深刻独到的理解，多年的海外工作经验更赋予他开阔的国际视野。加入顺为基金之前，李威先生曾在航天产业投资基金、易凯资本、Straumur投资银行及渣打银行等机构任职。在国内李威先生参与的投资案例包括汇付天下、玛萨玛索等。李威先生拥有北京大学数学学士和英国文学硕士学位，并在2006年成为特许金融分析师(CFA)协会会员。,"北京,朝阳区","渣打银行 , 易凯资本",北京大学,"互联网 , 移动互联网"
745,473,邓菁,顺为基金 副总裁,http://weibo.com/1084999002,"邓菁女士拥有超过8年的互联网从业经验，对互联网产品设计、用户运营及市场有着深刻的体验和理解。 邓菁女士曾担任腾讯数字多媒体产品中心QQ音乐产品负责人,全线负责腾讯音乐产品业务发展。 她帮助QQ音乐成为国内在线音乐市场占有率第一的音乐产品。 在加入顺为之前，邓菁女士曾担任易讯天空网络公司运营总监。邓菁女士拥有北京邮电大学学士学位。","北京,朝阳区",腾讯,北京邮电大学,"互联网 , 移动互联网"
746,474,刘琼岭,顺为基金 分析师,http://weibo.com/1774173930,刘琼岭女士主要负责考察、研究和筛选互联网、移动互联网领域的投资机会。在加入顺为之前，刘琼岭女士曾任中信证券高级经理，并在中国国际金融有限公司、天图资本、贝恩咨询公司有过众多实习经历。刘琼岭女士拥有北京大学经济学及法学学士学位以及香港大学金融硕士学位。,"北京,朝阳区",中信,"北京大学 , 香港大学","互联网 , 移动互联网"
747,475,段誉,顺为基金 投资经理,http://weibo.com/1736925000,段誉，顺为资本投资经理。主要负责考察、研究和筛选互联网、移动互联网领域的投资机会。段誉先生曾在中国国际金融有限公司、博时基金、银华基金及平安大华基金等金融机构拥有实习经验。段誉先生拥有北京大学经济学学士学位。,"北京,朝阳区",,北京大学,"互联网 , 移动互联网 , 文化娱乐体育 , 硬件"
748,476,刘宇环,美国中经合集团 创始人及董事长,,"刘宇环先生被业内公认为亚洲风险投资界的先锋人物之一，已有二十多年的投资经验，培育了数十家上市公司，其深厚的业务功底和乐于助人的风格赢得了诸多创业者和业界同仁的尊重。他生于北京、成长于台北，在美国完成学业，深谙东西方文化的优势与差异。在创立中经合之前，他亦共同创立了华登国际亚洲基金，并成功融资4亿美元。刘宇环先生在其投资职业生涯中亲身投资的企业已超过100家，包括DivX, Creative Technology, CommerceOne, Intraware, S3, ISSI等数十家上市公司，为股东创造了丰厚的回报。","北京,朝阳区",华登国际,加州大学伯克利分校,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 本地生活 , 教育 , 金融 , 文化娱乐体育 , 硬件 , 电子商务"
749,477,王亦工,美国中经合集团 首席运营官,ygwang@wiharper.com.cn,王亦工先生是美国中经合集团北京办事处首席运营官，主要负责公司日常运营管理。在加入中经合集团之前，王先生在中国远洋运输（集团）总公司(COSCO) 工作了19年，曾担任研究发展中心副主任。之前，他还曾担任船舶建设和贸易部副总经理、技术中心主任、以及各委员会的成员。加入中远之前，王先生曾在天津大学海洋工程和造船系工作。王先生拥有英国布鲁内尔大学机械工程博士学位和天津大学工学硕士学位。,"北京,朝阳区",,"天津大学 , 布鲁内尔大学","医疗健康 , 环保能源 , 制造业 , 教育 , 金融 , 文化娱乐体育 , 硬件"
750,478,路昌基,美国中经合集团 董事总经理,,"路昌基先生是中经合董事总经理。路先生在高科技和风险投资行业有超过20年的丰富经验，他负责中经合的全球运营。路先生目前是天奈科技，康圣环球，科美生物技术公司及StemCyte公司的董事。路昌基先生共同创立并任美国iD Ventures合伙人。
在此前，路昌基先生曾在宏碁集团、JP Morgan等工作，路先生拥有耶鲁大学的学士学位和哈佛大学的MBA学位，并于1986年获得加州大学伯克利分校法律系颁发的法律学位。","北京,朝阳区","摩根大通 , 宏碁Acer","哈佛大学 , 加州大学伯克利分校 , 耶鲁大学","互联网 , 移动互联网 , 医疗健康 , 环保能源 , 硬件"
751,481,朱永光,美国中经合集团 董事总经理,,"朱永光拥有超过20年投资及科技产业经验，朱永光先生负责美商中经合集团在台湾的投资业务。加入中经合之前，朱永光先生担任台扬科技集团下维扬国际的总经理，负责通讯相关产业的投资，更早以前，他是台湾大哥大电信公司创办团队之一，并担任太平洋集团旗下的太铱公司副总，从事Iridium Taiwan Gateway的建设-商业发展及营运，经营扩及台湾、菲律宾、印尼、汶涞、巴布亚纽几内亚。此外，朱永光先生还曾担任过华登国际的副总、台翔航太国际业务处长以及台湾戴纳科技公司副总。

朱永光先生具有华盛顿大学航太工程硕士、宾州德瑞克斯大学自动控制系统工程硕士以及台湾成功大学机械工程学士资格。","台湾,台北市",华登国际,乔治华盛顿大学,"互联网 , 移动互联网 , 硬件"
752,479,周微曦,美国中经合集团 董事总经理,,"周微曦先生拥有超过18年的私募基金、咨询以及技术经验，负责督导中经合旗下的美国信息科技公司。在加入中经合之前，他是华登国际的副总裁，并且掌管其投资组合公司的投资与管理。他亦曾任由新加坡政府经营的财团法人GIC的副总裁。在GIC，他负责美国私募基金的直接投资。在此之前，他担任一家名为BARRA的负责老年基金管理的财务顾问公司的资深顾问。他曾经是USI保险公司董事会成员，目前亦担任几家科技公司的董事职位，包括DivX和LogicEase等。周微曦先生负责中经合对Ultriva，GCT，天奈科技和美芯晟的投资。

周微曦先生拥有加州柏克莱大学的MBA学位以及坎特伯里大学的电子工程学士学位。","北京,朝阳区","华登国际 , 新加坡政府直接投资GIC",加州大学伯克利分校,"互联网 , 移动互联网 , 硬件"
753,480,彭适辰,美国中经合集团 董事总经理,http://weibo.com/1681183570,"彭适辰先生是中经合北京办公室的董事总经理。他有超过二十年在大中华地区和美国高科技行业、直接投资和基金管理行业的从业经验。加入中经合之前，彭适辰是汉鼎亚太(H&Q;)的董事总经理，负责大中华地区的直接投资业务。在2002年加入汉鼎亚太之前，他曾任富鑫创业投资集团的高级副总裁，负责美国和大中华地区的投资业务。他还担任日鑫科技创业投资公司及美鑫创业投资公司总经理。在1996年加入富鑫之前，彭适辰在LSI Logic Corporation工作七年，负责研发和亚太区市场发展工作。

彭适辰先生投资过的项目包括展讯通信, 美国芯源系统, 中芯国际,OmniVision, NetIQ, 艾讯电脑, 诚创科技 纬创资通, 慧友科技), 华冠通讯等多家上市公司。

彭适辰先生获得北京大学EMBA学位，美国加州Santa Clara大学工商管理硕士学位，以及德州大学电机工程硕士学位。","北京,东城区",,"北京大学 , 加州大学圣塔芭芭拉分校","互联网 , 移动互联网 , 硬件"
754,482,蒋亚萌,"美国中经合集团 合伙人（已离职） , 阿尔法公社 合伙人",http://weibo.com/1751004223,"蒋亚萌，阿尔法公社合伙人，前中经合创投和合伙人。主要负责互联网、新媒体、移动和其他TMT领域的投资。他负责新投资项目的评估和执行，并为中经合的已投资公司提供增值服务：策略发展、业务拓展和管理团队招聘。

加入中经合之前，蒋亚萌是阳狮锐奇大中华区数字战略和投资并购总监。阳狮锐奇是全球第三大传播集团阳狮集团的媒体和数字业务的控股公司。期间，他负责控股集团层面的数字战略制定，帮助阳狮锐奇在数字媒体、互联网广告、移动互联网、社交网络等领域建立战略合作关系。同时，蒋亚萌负责为阳狮锐奇建立和开发全球领先的数字媒体投放平台。在美国哈佛商学院MBA学习期间，他在金沙江创业投资基金担任实习投资经理，并在WPP集团纽约总部的投资并购团队担任实习投资经理。

蒋亚萌获得哈佛商学院MBA学位，外交学院硕士学位和大连理工大学学士学位。工作之外，他喜欢和创业者交朋友，沟通讨论和参加各类创业社交活动。","北京,东城区",阳狮集团,"哈佛大学 , 外交学院 , 大连理工大学","互联网 , 移动互联网 , 文化娱乐体育 , 硬件"
755,483,刘宏祥,美国中经合集团 合伙人,,"刘宏祥先生是中经合北京办公室合伙人，负责TMT行业的投资以及维护中经合所投资公司，基金投资人和战略合作者的合作关系以及融资事宜。刘先生目前是磊友公司的董事。

在加入中经合集团之前，刘先生是美国TPG集团中国业务负责人，该公司提供全面的投资者关系和金融咨询服务，在纽约，加利福尼亚和北京均设有办事处。他还曾担任新华悦动传媒公司投资者关系总监，该公司是多元化的体育媒体公司。在此之前，刘先生是掌上灵通有限公司的投资者关系及企业发展事业部总监，该公司是中国无线互动娱乐产品及服务的领先供应商。他还曾在加州硅谷银行参与管理1亿美金的投资资金，主要为早期生命科学和科技领域的公司提供风险投资，以及提供融资结构的咨询。

刘先生在在风险管理，商业银行和投资者关系方面有多年的经验。他毕业于圣地亚哥大学的金融和营销专业，并以优异成绩获得上海交通大学工商管理硕士学位。","北京,朝阳区","TPG德太投资 , 掌上灵通",上海交通大学,"互联网 , 移动互联网 , 硬件"
756,484,许韶恩,美国中经合集团 副总裁,,"许韶恩女士负责资讯科技领域的投资，特别是通讯 / 无线、数位媒体以及软体与新科技应用平台领域。除投资相关活动，她亦积极参与投资组合管理，并与旗下投资组合公司密切合作业务发展。

许韶恩女士具有澳洲阿德雷德大学金融学士学位。","台湾,台北市",,,"互联网 , 移动互联网 , 文化娱乐体育 , 硬件"
757,451,朱海发,盛大资本 合伙人,,朱海发是盛大资本的合伙人、盛大首席投资官，在2004年加入盛大。此前曾在上海科学院、Nuovo Assets investment工作。,"上海,浦东新区",盛大,复旦大学,"互联网 , 移动互联网 , 本地生活 , 文化娱乐体育 , 电子商务"
758,452,杨巍,盛大资本 合伙人,http://weibo.com/1670211421,杨巍是盛大资本的合伙人。此前曾在Google中国、二六三网络、高阳科技、方正集团工作。,"北京,海淀区","Google , 盛大 , 北大方正",大连理工大学,"互联网 , 移动互联网"
759,453,严彬,盛大资本 合伙人(已离职),http://weibo.com/1865354113,严彬是盛大资本的合伙人。,"上海,浦东新区",盛大,,"互联网 , 移动互联网"
760,454,罗飞,松禾资本 创始合伙人,http://weibo.com/1772071967,"罗飞是北京大学经济学学士和国际经济学硕士，现为松禾资本创始合伙人、董事长兼总经理；兼任深港产学研创业投资有限公司董事总经理、深圳市第五届人大代表、中国技术创业协会常务理事、深圳市创业投资同业公会副秘书长、深圳市管理咨询协会副会长、深圳市松禾成长关爱基金会副理事长。曾获得 “2009年度最具发现力创业投资家”和“2009年中国创业投资家10强”等荣誉称号。
曾任深圳安信财务顾问有限公司常务副总经理，主持开发中国首个证券数据库，参与组织中国首次网上股票发行；曾任深圳市北大纵横财务顾问有限公司总经理，担任北大方正集团、深圳科兴生物集团、杭州华立集团等多家著名企业财务顾问。","广东,深圳",北大方正,北京大学,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 本地生活 , 教育 , 金融 , 文化娱乐体育 , 硬件 , 农业 , 电子商务"
761,455,厉伟,松禾资本 创始合伙人,http://weibo.com/2152067384,"厉伟是北京大学理学士和经济硕士，北大光华EMBA，深圳市松禾资本管理有限公司创始合伙人，深港产学研创业投资有限公司董事长，政协深圳市第五届委员，中国技术创业协会副会长，深圳市创业投资同业公会副会长，深圳市中小企业发展促进会副会长，深圳市天使投资人俱乐部副主席。深圳市慈善会荣誉副会长、深圳市松禾成长关爱基金会创办人、“中国阿拉善生态协会”常务理事。具有丰富企业管理及创业投资经验。曾获得2008、2009年“中国十佳本土PE管理人”和“ 2009年度最具发现力创业投资家”等荣誉称号。
设计发行国内首只可转换债券和中长期认股权证——宝安可转换债券和宝安93认股权证，筹资10.28亿元；策划操作中国首例上市公司收购案件——宝安集团收购上海延中实业股份有限公司；设计国内首次网上发行股票方案——海南金盘上网竞价发行股票。","广东,深圳",,北京大学,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 本地生活 , 教育 , 金融 , 文化娱乐体育 , 硬件 , 农业 , 电子商务"
762,456,刘浩,松禾资本 合伙人,http://weibo.com/2599115585,刘浩是北京科技大学工学学士，北大光华EMBA；松禾资本合伙人，副总经理；曾主持“彩虹精化”、“齐心文具”、“键桥通讯”和“长城集团”等多家企业的股权投资和股权管理。,"广东,深圳",,"北京大学 , 北京科技大学","互联网 , 移动互联网 , 制造业 , 本地生活 , 硬件 , 电子商务"
763,457,陈诗君,松禾资本 合伙人,,陈诗君，西北工业大学工学学士，松禾资本合伙人，副总经理；具有丰富的大型企业工作经验，精通企业管理。曾协助荣信股份建立5S管理制度和ISO9000标准的管理体系，对荣信公司发展起到了积极的推动作用；,"广东,深圳",,西北工业大学,"环保能源 , 制造业 , 本地生活 , 文化娱乐体育 , 硬件 , 电子商务"
764,458,王勇,松禾资本 合伙人,,王勇，西北工业大学工学学士、硕士、博士，松禾资本合伙人，副总经理；曾主持 “大族激光”、“同洲电子”、“科陆电子”、“航盛电子”、“海云天”等一批知名企业的投资和股权管理，累计为50家以上中小高新技术企业提供融资担保、管理咨询等方面服务。,"广东,深圳",,西北工业大学,"互联网 , 移动互联网 , 硬件"
765,459,陈慈琼,松禾资本 合伙人,,陈慈琼，北大光华MBA，松禾资本合伙人，财务总监；注册会计师、资产评估师、证券分析师。曾负责和参与了多家上市公司的股改、年度审计及资产评估工作。,"广东,深圳",,北京大学,金融
766,460,张云鹏,松禾资本 合伙人,,张云鹏，西安交大工学学士，中科院广州能源所工学硕士，松禾资本业务合伙人。多年从事风险投资及项目管理工作，积累了丰富的项目投资经验和企业管理经验。主要投资项目有：达意隆 (002209)、天元电机、迪森热能、西陇化工、邦凯电池、五峰米业、科隆化工、骆驼蓄电池等。,"广东,深圳",,"西安交通大学 , 中科院",环保能源
767,461,徐立新,松禾资本 合伙人,,"徐立新，南开大学文学士，武汉理工大学经济学硕士,松禾资本业务合伙人。多年投资及管理经验，有着在企业和券商的工作经历，重点关注先进制造业、现代农业和现代服务业，主要投资的项目有：同力重工、中航健身、天合石油、国萃花卉、先达化工、联合天诚、居泰隆装饰等。","广东,深圳",,"南开大学 , 武汉理工大学","制造业 , 本地生活 , 农业"
768,462,张春晖,"松禾资本 投资总监 , 天奇阿米巴基金 投资合伙人",http://weibo.com/1439225915,张春晖，SkyChee Ventures投资合伙人，中国互联网早期建设者之一，中国第一个互联网站“深圳之窗”及第一个BBS站“一网情深”创建者。近20年通信、互联网项目管理经验，有丰富的项目投融资及创业辅导经验。专长移动互联网及传统互联网、通信领域投资。2009年加入松禾资本负责TMT领域投资，深圳市科技专家库成员，参与评选多项重大科技项目。2015年担任前海英诺天使基金管理合伙人，专注TMT及大消费类投资。,"广东,深圳",,,"互联网 , 移动互联网"
769,463,周鸿祎,奇虎360 董事长,http://weibo.com/1708942053,周鸿祎是知名的天使投资人，现任奇虎360的董事长。此前曾在雅虎中国、方正集团、IDG等工作，创办过3721。,"北京,朝阳区","奇虎360 , 雅虎 , IDG , 北大方正",西安交通大学,"互联网 , 移动互联网 , 文化娱乐体育"
770,466,谢珩,维西资本/Vcwill Capital 副总裁,http://weibo.com/1844476291,谢珩(A.pope)毕业于西北工业大学数学系，曾联合创立出云科技并任总经理。2010年加入维西资本并任高级经理，2012年初调任维西资本副总裁，主管私募融资业务。专注于服务互联网、消费、新农业等领域的成长期企业。,"北京,朝阳区",,西北工业大学,"互联网 , 移动互联网 , 本地生活 , 农业 , 电子商务"
